id,full_transcript
0vFTfoOavRM,let's start let's begin hi everyone be thin again tahno here the Internet's busiest music nerd and it is time for a review of the new perfume genius album set my heart on fire immediately this is a brand new full-length album from singer/songwriter Mike had rias AKA perfume genius who is kicking off this new decade with his v LP here i have been looking forward to doing this review all week because when i think back through the 2010s few songwriters came across as so consistently captivating as mike the sonic and musical transitions he underwent during this time were pretty radical as well going from the loaf i tiny dreary piano songs of learning to no shape in 2017 one of the most immaculately produced and lavish records of the 2010s personally i think it's a pretty big project to follow up but from the sound of set my heart on fire immediately mike doesn't seem to be sweating the task it seems like he's focusing on a lot of the key strengths from that very album and continuing to hone them and just dig gold out of them just like on no shape there is a wide breadth of musical styles and fusions embraced on this record showcasing everything from showy chamber pop to Romantic theatrical euro folk with a huge dose of woodwinds some of the stylistic transitions along this tracklist are so breakneck and even occur within the songs themselves the track described features the slow grungy heavy walls of guitar least with some twangy folk and country strings and just past the midpoint the song suddenly morphs into two full minutes of heavenly new-age ambience which is a pretty daring move for the second track on your record but as hard to predict as the tracklist on this record is mike approaches every sound with quite a bit of style and grace though there is the track leave that reminds me a lot of the song choir from no shape where Mike's muttered and somewhat hushed vocals ring like that of something on a shoo shoo song I suppose it is cool that this is a connection and an influence that Mike would like to keep maintaining in his music and I do like the whimsical grouping of woodwind and harp and strings the track also has a great subtly menacing quality to it but it still remains that I don't care for the stillness of the instrumental all that much and it is one of the weaker songs here still once again we do have Blake Mills on production on this record - who totally killed it on though shape kills it here as well every mix on this thing is so well balanced and creatively textured I would even say in a way there is more aesthetic ground covered on set my heart on fire immediately than there was on no shape because once again you do get those pristine beautiful immense and larger-than-life moments on the record like the intro track or even the very quiet Jason the baroque pop flavor on that song I think is just so wonderfully clean and just it's it's like watching a diamond with light shining through it light just pure light washing over me the beauty of the sound of this track but then you also have some dream on here whose hits of drums and cymbals and deep fried vocals are also blown out the growling guitar distortion that's so persistent on this track - it sounds like a Neutral Milk Hotel song so again there's a lot of ground covered on this record sonically texturally stylistically but mics very heart-wrenching songwriting style along with his shivering vibrato and an very expressive nasal vocal tone those are enough those are bold and you're grabbing enough to tie all of these songs together and make for a relatively cohesive listen and speaking of songwriting style it would seem on at least some of these tracks mike is going back a little bit to the simplicity and the basics of records like put your back into it maybe not stripping his songs down to the briefest of runtimes but still the very bare closer borrowed light reminds me of some old perfume genius stuff as well as one more try and whole life both of which have a bit of a 50s flair to them there are some standout moments in the tracklist that come off quite hooky or punchy the song nothing at all which I read as like an ode to anticlimax or just being someone who isn't unreasonably expecting too much of people or circumstances and learning to accept things as they are in a way and the song has the swag or heavy hook that reads like some old-school Springsteen I got what you won't babe I got what you need son nothing nothing at all meanwhile the track without you is a very refined and idyllic moment on the record that is surprisingly feel good for a perfume genius song sonically anyway the distance strings the dreamy leads the gently strummed acoustic guitars the really lustrous and beautiful instrumental flourishes once the two-word hook pops in we also have on the floor which is a pretty obvious callback to 80 synth pop anthems but the way it's produced it does not have a lick of nostalgia to it and I kind of love that it's somewhat vintage but yet aesthetically it sounds like any other perfume genius song from this era it's funny in that way but the one thing that stood out to me about this track the most were the lyrics the way Mike seems to be writing about a crush on this track and it's not coming off just like a crush but more like an obsession or an illness or an ailment asking in the hook how long till this washes away how long till my body is safe crossing the name out on the page it's dramatic so those are some of the catchy ER and more direct tracks on here not to skimp over the slow burners because they can be pretty fire as well the song moon bend I alluded to earlier as having that romantic folky instrumentation that is one of the most patient and theatrical songs I think mike has pulled together so far a really operatic quality to the drama in the vocals to love the sparse splashes of chords on this track how whispery and restrained Mike's voices it's like his his singing he just weeps like a raspy violin then the beds of folk instrumentation to come in on the second half which I again I think are pretty Eurocentric our breathtakingly gorgeous the track just a touch was a bit of a highlight for me as far as low-key songs on here go if not only for just the development of the vocals and some of the crescendos in the second half that run to me like something out of a Radiohead song be this though I'm not sure what to say outside of that I loved the vast majority of songs on this album I think in a way Mike has knocked it out of the park again though I did not find this project to be as much of a stunner as no shape was while I appreciate the adventure these songs presented I think having every track so vastly different in style and tone from one another made for a pretty disjointed listen and certainly there are cuts on here that I enjoyed the song at the core of them but I think they could have been rearranged instrumentally to be a bit more climactic like one more try just to add a just a touch more of drama I'm also not really crazy about the persistently Stern groove on your body changes everything it does give the song a good kickoff but as it just fails to alter or shift or evolve as the song progresses especially on the hook that lack of contrast leaves the track feeling flat that being said though I didn't really hate any of these songs and this is really just a matter of several tracks paling in comparison to the rest of the LP I still loved the album on the whole and it will still most likely go down as one of my favorite art pop records of the year feeling a light eight on this one transition have you given this album a listen did you love it did you hate it what would you rate it you're the best you're the best what should I review next hit the like if you like please subscribe and please don't cry hit the bell as well over here next to my head is another song that you can check out hit that up or the link to subscribe to the channel Anthony Fantana perfume genius the forever 
nwJ88RCBcfE,
4uNlwM0ZfY8,
HRZcBNjlPQI,hi everyone lock the knee down Tan oh here the Internet's busiest music nerd and it is time for a review of the new Charli XCX album how I'm feeling now this is a new quarantine album from UK pop singer and songwriter Charli XCX 2020 has been the most hellish year in recent memory and I think as music fans we should feel appreciative and grateful that some of our favourite artists even had the will to drop a song or a cover during this time much less an entire album that's especially true of Charli XCX who just dropped her futurist pop magnum opus Charli last year named it my album of the year as well it really was a project she could have coasted on for quite a while but instead she decided to take this negative situation we are all feeling the effects of to some degree and use it as an opportunity to make some special music the conditions under which you write or make something can have a huge impact on the outcome of that thing which is why I want to emphasize that this is not just some collection of songs and artist is passively releasing during this time of pandemic know how I'm feeling now is actually a reaction to these circumstances the influence of which bleeds into pretty much every aspect of this project yeah I know it's been crazy lately but I gotta tell you man I I'm so happy I'm here I would want to be locked up with anybody but you you're my son you're my moon you're my stars you're my blue sky you're my blue jay you're my blue I'm in need of a guy my god piggie gobble gobble gooble Abu God you're my blue blue bye blue boy bye blue bobaloo boo I love you buddy well just as an example we have the opening track pink diamond whose production is harsh a little crushing claustrophobic the sounds on this one really feel like they are closing in on you meanwhile Charlie lyrically and vocally sounds like a tiger pacing back and in a cage I just want to go real hard I just want to go real hard pink diamond in the dark it's that need to get it out get out that energy go hard find some kind of release but you can't every single night kind of feels the same days blending together I'm a pink diamond I need space meanwhile with the production the hits of distortion on this one how huge the kicks feel the melting synthesizers - it's this nightmarish digital mayhem that in some respects reminds me a little bit of Death Grips which was a comparison prior to listening to this record that annoyed me I was like how could this possibly sound like that but it's it's actually kind of close essentially this track is the soundtrack to being locked away in some sort of digital prison and you're thrashing about in their song why is the following forever is a lot sweeter on the ears but it still maintains a lot of those same tense sonic elements in the production it's a little overly compressed there are these whooshing shots of noise that play throughout different points of the song - so there's harshness to it there's bitterness there's bite that contrasts with just how pleasant - the year Charlie's lead vocals are I won't know is love you I love you forever even when we're not together even in the midst of the Bliss of this lovesick anthem there is a sense of longing as well charlie wishing that she was essentially existing in a different time which I think very much fits in with the quarantine vibe of this record I would say production wise so does the track clause which features an instrumental from none other than Dylan Brady of 100 x fame I think his sound is absolutely perfect for a project like this the booming bass the glitchy electronics the insane vocal manipulations thematically even though this is one of the sillier and lovey-dovey air tracks on the record the production still does kind of carry that confined quality to it it is just vacuum-sealed but simultaneously hulking crushing heavy which contrasts with Charlie's very sweet stupidly in love hooks of I like I like I like everything about you which has a weirdly robotic quality to them that I like a lot in a way it the repetitions of those I like I like I like I like feel almost as if they are a glitch in a robot or a program or a cyborg or an AI with the track seven years the themes of love continue but this time Charlie is reflecting on all of the years that have passed in the midst of this long term relationship that she's in it's not one of the hooky er songs here but lyrically I think it is one of the most personal and compelling on the record as Charlie expresses having experienced highs and lows in this relationship but now it has arrived ultimately to a good place so hard things we've been through could have fallen but we only grew so I made my house a home with you I'm right here and it feels brand-new I used to live inside a lie with you and now we're honest and it feels so good which is not just a wonderful expression of dedication and devotion but also the path that can come in a relationship when two people hit a rough patch or rough patches and they decide to work together on their problems and their differences for just a at a better tomorrow now the vibe the emotion the themes of this track contrasts heavily with that of the next song detonate which seems like Charlie painting herself in a more inconsistent light with these heavy synthetic manipulations on her voice even heavier than on many of the other tracks here that make her sound like she's not even herself she's expressing a lot of undependable 'ti on this track or at least unpredictability closing yourself off leaving someone feeling low and blue generally being untrustworthy and this is interestingly juxtaposed against a very cute and quaint low-key electro pop instrumental these moments of deep self analyzation and self realignment continue on to the next song enemy because I guess when you're in quarantine and you're locked up what else are you gonna do but this track is set to these very springy keys and synth bass that honestly sound like they are straight out of the 80s and the confessional tone of the writing on this one comes off as if Charlie is putting a therapy session to song there is actually even a spoken word brain on this track that is literally an audio snippet of Charlie having therapy session we hear Charlie considering her enemy to be her lover the person closest to her because she's keeping her enemies close and this person knows everything about her yes the track is pretty irrational and certainly crazy but these are crazy times we live in and it is actually very real how quickly your mind can turn yourself against some of the most important people in your life the last handful of songs though on this thing I think is where we begin to get a couple of duds I finally understand has easily one of the most underwhelming vocal performances most basic structures and plainest instrumentals on the entire record narrative Lee I do like that the track brings some sense of closure to these themes of mental anguish and self-hatred but I'm just not that crazy about the tune on top of it I think Charlie could have done better to put a bigger stamp on these issues if she were trying to tie them up at this point we also have party for you which is a kind of cute idea a lot of heartening lyrics a song essentially about throwing a party for somebody albe it with a presentation that is a very dreamy and idyllic it almost seems like a fantasy but the production rings is just very hollow and doesn't provide a very strong background for Charlie's rap song vocals but I can't help but laugh at the lyrics where Charlie is going on and on about partying on someone for sure that's uh not nearly as weird as maybe it comes off at first but when I was listening to this passively for my first time I thought she was saying she was partying on someone whatever either way I still do love the track see 2.0 which is essentially a sequel to click off of her last record but it's it's got a very strange sample heavy somewhat glitchy intro that lasts a long time it's an unorthodox song structure and then in the second half we have Charlie who is expressing love admiration but also just a she's missing her clique she misses her clique so bad you know the the quarantine is essentially getting in between her and her clique it's it's heartbreaking anthems is the stir-crazy banger that this project needed massive sound gigantic bee lyrics essentially about spending all day eating cereal watching TV crying missing your friends fucking but it's not enough what is this stuff if you can't go out and hear some anthems go out at night see New York etc etc etc all of that party girl shit that Charlie's always on about you know she is she needs that it's her soul it's her lifeblood but it's not just that you know there are some bars on this track that are obnoxiously real meaning partying and feeling the heat from other people's bodies in that public space and some of us it's a sensation we're not gonna feel it for a while that closeness to other people I think is a part of the human experience and and we're being deprived of that right now and I think Charlie in her own way reflects on that interestingly with the final cut visions we do get a great sense of closure to this record sonically and thematically the slowly swelling beds of synthesizers on this track and the driving beats honestly are pretty uplifting and feel like hope feel like light at the end of the tunnel rushing over you as we enter into a brighter future hopefully the song essentially comes off like the soundtrack to reimagining a better world with Charlie going on and on and on about pictures in her mind pictures in her mind but the very very very final moments of the song maybe that's her waking up out of this dream maybe it's things turning dark or uncertainty painting her mind and this fantasy that she's in the midst of because how dissonant and ugly the techno beats and since get at the very final moments of the song make me feel like oh maybe maybe the future we're heading to is not all that great I think this record is really good I think it's great obviously has its its limitations that have been instilled upon it by the conditions under which it was created it sonically is not nearly as vibrant as Charlie it is not nearly as multifaceted as many saw from that record as well the whole thing is under 40 minutes 11 tracks in total and so far I think it is the best music I have heard this year in terms of reflecting reflecting on this quarantine this pandemic this situation that we're currently in and the emotional and mental toll that it may be taking on many people feeling a light to decent ate on this one transition have you given this album a listen did you love it did you hate it what would you rate it you're the best you're the best what should I review next hit the like if you like please subscribe and please don't cry hit the bell as well over here next to my head is a another video that you can check out hit that up or the link to subscribe to the channel Anthony Fantana Charli XCX how I'm feeling now forever 
LqBsfpdHXX0,number one baby number one album in the country baby oh-oh-oh-oh number one number one number one number one what you got see there hater it's fine I'm happy for him I'm glad people like his music no you're not no you don't you're a hater you hate them Neve stays waiting hi everyone Anthony Fantan oh here the Internet's busiest music nerd and it's time for a review of the new future album high off life this is a new full-length LP from rapper and auto Craner future at this point while the hype and acclaim around future's music may not be as large as it was in 2015 and 2017 his status is still legendary as a pioneer of this ever-evolving brand of psychedelic vibe doubt drugged-out auto-tuned trap while I've never been a big future fan up until this point I will say his last project the wizard that he put out last year is my favorite of his so far some of his eccentric inflections and flows combined with the more ambitious production and be switches on this thing make it a slight standout in futures discography I essentially hoped that upward trend would continue on to high off life which is a pretty funny title knowing futures past knowing his lyrical content though I can't say I went into this thing expecting a huge change in narrative or attitude as lyrically high off life has more trappin dealin and stackin than you could ever want some production from familiar faces as well like wheezy and tm88 also south side and take Keith and overall this project rounds pretty much all the bases that you would want a new future mixtape or album to round so there's honestly no reason that future shouldn't be totally in his element on this record and dropping his best stuff jest nothing but heat one track after the next so since that is the case why does high off life have some of futures worst stuff on it since Hendrix granted the album does start pretty strong with the opener trapped in the Sun the ghostly Airy court progressions hanging in the background of the instrumental are eerie as hell futures expressive and slurred kroons throughout the verses are a total vibe futures refrains on the track or catchy as hell - which is not only a bit of an earworm but also displays the duality of the lifestyle that future is always rapping about I guess I also find futures flows on high tech really catchy as well they are given a very stark presentation over this incredibly simple instrumental he sounds cold-blooded as hell on that track there is also a decent amount of vocal chemistry between him and Travis Scott on the track solitaires a coronavirus bar - but it doesn't take long for the stinkers to start rolling in to the tracklist hear that in songs that are essentially so formulaic so by the numbers so wash rinse repeat for future they go in one ear out the other they add pretty much nothing to the future cannon songs like touch the sky ride in strikers there is really nothing for me to report to you on with these songs outside of like in Andre the Giant bar and a totally forced nonsensical be switch into a passage that actually sounds better than the first leg of the song then from here things begin to spiral downward the track one of my is so understated repetitive and awkward it's mind-numbing not only that but the production on this one is kind of absolutely trash the sub-base hits on this beat sound almost randomly generated a little meanwhile are they even in tune with the total mess of keys just like on top of each other in the background so faintly that you can barely make them out anyway like this future even carries rapping over at this point meanwhile with hard to choose one this track is so redundant and structuralist the moment you've heard maybe the first thirty Seconds to a minute of it you've you pretty much know what's going on for the next two minutes I mean while I don't so much mind and sometimes I enjoy futures repetitive tracks when they are a bit more hype or aggressive this is not one of them I we'll truly honestly never quite get comatose future which this song is definitely an example of and just literally does nothing for me in total there aren't too many features on this future project but still some of them did manage to be disappointing the track featuring young boy never broke again seemed like a contest between him and future to see who could I guess strain their voice the hardest singing sort of out of their range immediately after this we had the track Harlem shake featuring young thug which is something I was excited for young thug in a future tracklist is usually a pick-me-up but what the is this is this even young thug it does not sound like young thug none of the vocal acrobatics or dynamics or expressiveness personality that you expect in a young thug verses here for the most part it is just very one-dimensional almost monotone it doesn't sound like him did he have a cold this day is he struck with the corona the aaaa ad-lib is pretty generic the flow is boring the verse itself is is painfully short he's barely on beat for a few bars uh no no thanks no thanks to this it is refreshing though to hear future go out on a limb with a few introspective tracks up the river as well as pray for a key the production on both tracks might be a little generic but still and at least futures writing does convey a real sense of tragedy specifically on key where he contrasts the lifestyle of a drug dealer against the success in the music world he is made today with a bit of a religious twist but sadly there's no real momentum built up past these tracks we are welcomed to a very very very mixed last leg past this point the song all bad is a true-blue banger featuring little Aussie vert that is very cynthy it's very hype in fact it kind of sounds like a little Aussie vert song just featuring future and even though that is the case and it sounds a little uncharacteristically zippy for a future record it's still nice to hear things energized a little bit in the tracklist then we have 100 shooters which is firing on all cylinders with quality features from Meek Mill Doughboy even future seems to be at the top of his game here he certainly saved one of the best for last on this one we also hear future getting introspective once more on the track accepting my flaws where I think of all the personal tracks on this record this is the most passionately delivered and performed but simultaneously the tracks on this thing that should be embarrassing continue to roll out as well like with too comfortable is future singing on the song even in tune with the instrumental in the background I don't think so although I can't totally blame him because this is a horrendous instrumental that samples like some really bad bits of banjo if it's not banjo I can't tell you what it is it sounds legitimately terrible and I guess if I was future I would I would ignore that and just focus on the beat but again your future nobody's forcing you to rap over these instrumentals find a better instrumental Jesus we also get once again that disgustingly lazy life is good track featuring Drake which at the time it was released it sounded like half of an unfinished future song and half of an unfinished Drake song to slam together into one nonsensical pointless track it's pretty much still that meanwhile last name and tycoon really bring nothing to this tracklist that other previously mediocre songs didn't already for sure there are highlights on this 70 minute record but a vast majority of what's here could have been left on the cutting room floor or could have been redone after the wizard I just don't get this sudden drop in quality here future his debut album isn't even ten years old at this point there's no reason that he shouldn't still be experimenting evolving and putting out his best stuff but instead he's just running off with the fumes of copying and pasting a bunch of ideas that he helped popularize years ago feeling a decent two strong three on this one transition have you given this album a listen did you love it did you hate it what would you rate it you're the best you're the best what should i review next hit the like if you like please subscribe and please don't cry hit the bell as well over here next to my head is another video that you can check out hit that up or the link to subscribe to the channel Anthony Fantana future high off life forever 
rOR1lpNnBJ0,hi hi hi hi everyone Anthony Fantino here Internet's busiest music nerd I hope you are doing well and it is time for another installment of our weekly track roundup where I go over what I felt were the worst and the best tracks of the week they are linked down below of course like usual let's go over these tracks shall we of course I want to give a shout out to our turntable lab link down in the description box our patreon link down there as well if you want to use that to get some extra bonus monthly content and support us and everything we do in the process that turntable lab link we get kicked back from if you want to buy some vinyl of some stuff we have reviewed on the channel as well and now let's get right into the worst tracks of the week we have a handful over here but BAM one we have partynextdoor crossing over with trippy red on a track called excitement which i think is a bit of a miss title it should have been titled the excrement not excitement excrement not excitement because the vocals are terrible and it's dreadfully boring it's like the worst aspects of trippy and partynextdoor coming together on a one track please moving out from there Noah Cyrus sounding like a cheap knockoff of her sister on this track young and sad very sad to say the least moving on from there Metallica has come through I I mean I guess as a response to the whole pandemic thing with a 2020 version of blackened that they did from home doesn't sound that great so far less superior version of the track but hey if you're a die-hard fan that just wants to hear a bit of a new take with with much weaker production and a sound that has far less bite than the original sure why not and we also have a new track from Jonas Brothers over here ex featuring Carol G and the vocals on it our trash God the singing is bad on this one it's it's actually excruciatingly ly bad like that it's so pitchy and so nasally it's really unflattering like vocally one of the most unflattering Jonas Brother songs ever but and finally we have a track from future over here featuring young boy never broke again trillionaire not going to talk too much about this one as I am going to review future's new project this week so I'm not not really gonna you know get get too deeply into it alright let's move on to the tracks that I thought were meh worth shouting out worth pointing in your direction you might like them more than I did one we have a track over here from town to get down stay down I mean which is a 10 Tao has been around making music for a long time in the indie scene and and I think over the years has not really gotten her flowers I mean I can't proclaim to be a fan or anything like that my significant other is into the record you know the new record a little bit and I do like the vocals on it vocally I think one of the most interesting Tower Records so far as far as like indie goes I think a lot of the instrumentals are pretty boilerplate and very so-so but I recommend this track over here for sure pure cinema you know it's got a good hook I just wish again instrumentally it was a bit more ambitious and adventurous alright moving on from there little skies riot while it was not blown away by this track I will say I think this is one of the catch your little skies tracks I've ever heard I mean the flow is like really captivating right away you know really quick head Bob on this one and I'm liking the energy I'm liking the charisma on this track I think this is one of Sky's more charismatic tracks too so I don't know hopefully we're on an upward trajectory here we also have this track from Polo G beautiful pain losing my mind not sure if I'm going to cover this new record this week I guess we'll see although as of right now I don't feel shy about throwing maybe some of my general thoughts out here on the record while I do appreciate and I do like that poll og does a really good job lyrically and vocally kind of conveying the tragedy and pain of his life and his just general experiences into song I think um I I think I think a lot of the singing and vocal deliveries on the record are weak I think the production much of the time is so-so again when it comes to substance and emotional potency I think he is a cut above quite a few rappers out there who might kind of be working with a similar sound but I I think the the vocals and just beats are gonna have to be a lot better if this is gonna be like you know a total knockout in my view moving out from there yung lean acid at 7:11 some cool weird trippy qualities to this track over here I'll talk more about it and more about other tracks as I cover this one this week I think I may but I didn't really care for how redundant it was I feel like it has some cool moments it has some cool ideas but yung lean really kind of drove them into the ground and just beat them like a dead horse mercilessly to the point where anything redeeming about this track became stale by the end of it so I don't know moving on from there Katy Perry I think comes through with one of her most soso singles in a while I think that the ending is pretty intense and explosive and the vocal performance and that leg as well is very good about a lot of the verses on this track are completely forgettable and bland and tasteless and really lacking and in terms of a strong melody the chorus is is much better but I feel like the track doesn't really kind of wow until uh its final moments daisies is the name of the song obviously and I don't know I think Katy Perry has been on a somewhat weak string of singles as of late I hope that this is not addictive of a bad album coming around the corner we also have Joyner Lucas and Will Smith it's track over a year this remix of Joyner Lucas's will you know I'm not gonna hate it's it's cute that they linked up it's cute that they attack you that they got together and made a thing of it I appreciate it for what it is I don't hate it it is corny yes it is Corning it's very corny but it's heartwarming it's heartwarming as well moving on from there we have a new track from everything everything is well while this one was not as bad as their last as that is their last track it's it's still kind of a weird quirky piece of pop that I think isn't really kind of playing to the band's strengths yeah I guess I'll just leave it at that all right we have a couple of tracks from Brock Hampton as well that has just dropped excuse me mo be and then twisted featuring Ryan Beatty and Christian Alexander a lot of the same downsides as the other recent cuts like could have been structured better a little rough around the edges but simultaneously some cool daring ideas here and there I like the southern hip hop influences on mo B and some of the gang vocals on there although twisted I felt was pretty underwhelming generally from front to back but I think with better production and better vocal layering it could have been more beautiful and engaging and we have a track over a year from behemoth as well a forest featuring Nicholas Kivar force which I don't know just had a very very bland chord progression uninteresting guitar tremolo leads and a really overbearing lead vocal - sure it's nasty shirts in-your-face sure it is grim like a good behemoth track is but there are some qualities about it that I think could have been much better getting into the string of best tracks over here really really quickly got a bust em out we have this awesome track from Waylon storms over here that I want to recommend to you guys these guys are a noise rock band that are pretty heavy and incorporate some other elements of loud rock genres into their sound rope is the name of the track vocal performance is a pretty harrowing and the guitars are heavy as hell also TK meisa comes through with shook new single new track it's up aha a lot of Missy Elliott vibes on this one do not miss it it is quite great also digging this new standin on the corner track it is a very odd cross-section of spoken word and avant-garde jazz and just it's it's it literally is like going to frickin space it's totally insane I am very curious to kind of see where the weirdo left-field jazz collective kind of takes things next we also have a new banger from slow tie as well magic which is pretty stripped stripped back and raw but his insane vocal delivery kind of makes up for I guess the the overall simplicity of the track production-wise beat by kenny beats tho beat by kenny beats on this one and we have a new track from perfume genius or not really a new track it's I mean the new record is out so every track on the record is out and it's new Jason is the title the one that I want to point in your direction love it but don't want to talk too much about it as I am going to be reviewing the record this week also gonna be reviewing this new week the excuse me also going to be reviewing this week the new Moses Omni record so make sure to give this track a try as well at least at least this if not the whole album bless me I think this is quite good and ooh this guy over here dear Mari I got friends this track turned up in my inbox was intrigued by the weird music video but one over by the song it's a cute banger about friends having friends being being friends and loving your friends and being a nice friendly guy with friends we also have a cover over here of teenage dirtbag from Sega bodega shout out to Sega bodega and during electro which is quite beautiful tomorrow I listen to it the more I want to cry its breathy simple and just kind of vocals it's beautiful and Deerhoof over here I want to give a shout out to another track off of their new full-length album which is dropping at the end of this month damaged eyes squinting into the beautiful / hot Sun the more I listen to the new teaser tracks the more I am enjoying how noisy and simple and rudimentary a lot of the new material is I'm curious to see if it really ends up kind of uh warming up to me once I listen to the entire record and cupcake grilling friends is the name of her new banger over here she's Baha and a lot of fierce lyrics and bars on this one hard-hitting beat her aggressive flow and delivery is is totally just unstoppable on this one and uh also a carpenter brut finally coming through with a a studio version of a track that I guess has been in live rotation for a while a cover of a maniac maniac and OH also a four tet remix of caribou over here that you should most definitely check out that I think is quite funky and groovy very good and amnezia scanner track over here that I'm diggin quite a bit do not miss out on this one as it has a some pretty abrasive experimental vibes to it kind of a Konya influence as well as some parts ast R lists featuring Lolita give it a try give it a shot it's nuts and also the 1975 guys I like that this track is super catchy and yet a dreamy and intoxicating as hell this new string of singles for their latest record has have been really hit or miss for me but simultaneously every track seems to come from a totally different place in terms of vibe emotion musical style so pretty intriguing I wonder how many bases are going to be covered across this a very lengthy new album they have coming out very soon so I don't know I don't know guys I'm diggin it and that is it for the weekly track roundup hopefully you got some good recommendations out of this video I will see you in the next one Anthony Fantana weekly track roundup forever 
1h5eCTXfBGg,[Music] hi everyone deep tinny breath Tiano here the Internet's busiest music nerd and it's time for a review of the new hayley williams album pedals for armor this is the debut full-length album of singer and songwriter hayley williams this LP is essentially one of those sink-or-swim moments in an artist's career where they are primarily known for fronting a pretty popular band and then they suddenly decide to break off and start doing their own solo stuff that artist is hayley williams the band Paramore who had already actually undergone some pretty radical changes on their last full-length LP after laughter making a quick break from the emo tinged pop punk and alternative rock that informed their most defining records and then swapping that out for the sounds of synth pop and new wave alternative dance but Hayley's new album sounds even more far removed from all of that since the tracklist is mostly made up of these very moody art rock and art pop songs some tracks that have a new wave flare as well but are a bit edgier this project was also released in different EP sized chunks throughout the year up until this point so the end result was an album that is is sequenced in like three different intervals 15 tracks there are some slight and gradual differences in style across each EP though as many of the teasers did forecast for this project a lot of songs here really to me just read as subpar Radiohead worship like for example roses Lotus violet iris the groovy drums the clunky bits of bass and cinematic strings all to me read like something Tom Johnny and the boys would draw up in the studio like at some point between in rainbows and King of Limbs that that specific area Simar leave it alone my friend there multiple tracks on here that to me just sound like they are coming straight out of that Radiohead era instrumentally anyway and it would be one thing if I felt like Williams and her primary producer on the record Taylor York we're putting a spin on this sound outside of maybe just giving it more of a pop appeal but they don't mind you none of these sar terrible or absolute trash and totally unlistenable simmer might have the best hook out of all of them but what made these tracks so underwhelming is that they just run like pail omage --is to a band they obviously have a lot of admiration for and believe it or not these are not the only songs or the only style that Haley and Taylor try to copy very weakly the song sudden desire with its explosive choruses of growling synth bass and over-the-top vocals just sounds like something out of Bjork's discography from the post or the homogenic era what catches me off guard even more though is when Haley and Taylor are working into these tracks completely garish ideas in an attempt to make them sound left field or weirder than they actually are like the horrendous and mutant vocals on cinnamon is this supposed to be pleasurable to the ear the stop start beats the funky bass the stark versus as well as the yeah I do not know what these lead vocals are that are really doubled up and absolutely hideous now granted I do kind of like the new wave grooves and vulnerable vocals on creepin but I don't really know if I am attracted to that track because the the first leg of this record is particularly rough honestly I don't really love a song on this record until we reach the track dead horse and while the tune on this one is good really sharp hook as well the more I listen to it the more lead dance beats and glistening synths on the course remind me of something I could have heard on after laughter but as I was talking about earlier with some of the more new wave cuts on this record a bit edgier this time around in a way though that is exactly when the record really begins to pick up at least a little bit for me when these songs that have more of a new wave influence start to creep in over yet' is another example of a track with a sharp song stronger groove and a hook that runs like an 80s pop anthem what I didn't expect though is four tracks with this sound to pretty much dominate the last third of the record but still the track pure love is a nice and bright punchy piece of sensual New Wave with a slight R&B twist I'm actually kind of impressed with Hailey's vocal transition on this track I didn't know she could pull this style of song off so well especially when she digs into her lower register and she's just belting out these husky notes with a lot of presents good yeah I can't really deny that even though I like the song I enjoy the hook I enjoy the vocal performance when I break down the instrumental while I do prefer this style on this side of the record to the more art pop and art rock cuts III it's it's still pretty derivative meanwhile the track taken has one of the more unique combinations of sounds and influences on it the rhythms and the chord progression is a little Latin there are some jazzy embellishments as well and then there is some of the tight rhythms and vocal lines that Haley is pulling off that seemed a little I guess Michael Jackson influenced I'm taken it's an odd fusion of ideas and styles but it actually kind of works we also get a funny alt dance number with sugar on the rim which sounds like the soundtrack to a small smokey underground club where you have a bunch of people wearing outlandish outfits and just voguing I mean I'd go there though I can't imagine that there are tracks in existence that would make this particular dancefloor ago a lot harder again while I think this section of the album has more of a pulse to it I still can't say it's terribly original and I'm not that much more enamored with the writing or the instrumental palettes especially on these sort of planes sort of dreamy closer crystal clear as far as Haley's lyricism is concerned I can't really speak ill of it I think a lot of the writing she delivers on this record is poetic personal and detailed really the quality level that we have come to expect from her over the years but still the songs the instrumentals and the overall flow of this record really severely could have used some work because the more I listen to this the more it just feels like a project that doesn't know where it wants to go what it wants to be it tries a bunch of different stuff and as a result I feel like it's just kind of okay at all that stuff it doesn't really master much of anything for sure there are some good foundational elements to this album and Haley is undoubtedly a very talented singer and artist but when she comes through with another project under her own name I would hope that we get a record that has a bit more focus and adventure to it also just a sound that seems specific to her overall I'm pretty indifferent toward this one sadly despite having enjoyed the last Paramore record so much and not wanting this to have fallen as flat for me as it did but I'm feeling a decent two strong five on this one transition have you given this album a listen did you love it did you hate it what would you rate it you're the best you're the best what should I review next hit that you like if you like please subscribe and please don't cry hit the bell as well over here next to my head is another video that you can check out hit that up or the link to subscribe to the channel Anthony Fantana hayley williams forever 
